,Country,Legal Status,Remaining Text,Reference number,Citation Id,Citation Link,Citation Date,Citation number,Article Contents,Article Contents (EN),Dominant_Topic,Topic_Words,Dominant_Topic2,Topic_Words2
82,Gibraltar,Legal," Back in 2018, Gibraltar became the first country in the world to provide a tailored regulatory framework for businesses that use distributed ledger technology.[135] The travel rule was implemented through the Proceeds of Crime Act 2015 (Transfer of Virtual Assets) Regulations 2021 and has been in force since March 22, 2021.[136]",136,cite_note-136,https://www.gibraltarlaws.gov.gi/uploads/legislations/proceeds-of-crime/2021s194/2021s194.pdf#viewer.action=download,"['ACT 2015', 'REGULATIONS 2021']",136,,Translation Unavailable,0,"[('virtual', 0.04537402), ('financial', 0.028159728), ('risk', 0.027705299), ('european', 0.022151865), ('legal', 0.022136075), ('issued', 0.022047507), ('authority', 0.018713262), ('3', 0.018013643), ('central', 0.017341798), ('trading', 0.015194941)]",8,"[('crypto', 0.070355825), ('report', 0.047153495), ('asset', 0.037488226), ('unavailable', 0.035197947), ('law', 0.032530762), ('translation', 0.029793777), ('cryptocurrencies', 0.024107039), ('currency', 0.019878889), ('legal', 0.019419), ('business', 0.017929077)]"
83,Greece,Legal, No specific legislation on bitcoins exists in Greece.[3]: Greece,3,cite_note-regulation-3,https://www.loc.gov/item/2014427360/,['15 January 2022'],3,"Publications of the Law Library of Congress are works of the United States Government as defined in the United States Code 17 U.S.C. §105 and therefore are not subject to copyright and are free to use and reuse. The Library of Congress has no objection to the international use and reuse of Library U.S. Government works on loc.gov. These works are also available for worldwide use and reuse under CC0 1.0 Universal.

However, copyright protections may apply to copyrighted images or material from a third party that is contained in the publication. Please note that the written permission of the copyright owners and/or other rights holders (such as publicity and/or privacy rights) is required for distribution, reproduction, or other use of protected items beyond that allowed by fair use or other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. You are responsible for deciding whether your use of the items in this collection is legal. You will need written permission from the rightsholders to copy, distribute, or otherwise use copyrighted materials except as allowed by fair use or other statutory exemptions. Some materials may be protected under international law. You may also need permission from holders of other rights, such as publicity and/or privacy rights.

Credit Line: Law Library of Congress

More about Copyright and other Restrictions

For guidance about compiling full citations consult Citing Primary Sources.","Publications of the Law Library of Congress are works of the United States Government as defined in the United States Code 17 U.S.C. §105 and therefore are not subject to copyright and are free to use and reuse. The Library of Congress has no objection to the international use and reuse of Library U.S. Government works on loc.gov. These works are also available for worldwide use and reuse under CC0 1.0 Universal.

However, copyright protections may apply to copyrighted images or material from a third party that is contained in the publication. Please note that the written permission of the copyright owners and/or other rights holders (such as publicity and/or privacy rights) is required for distribution, reproduction, or other use of protected items beyond that allowed by fair use or other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. You are responsible for deciding whether your use of the items in this collection is legal. You will need written permission from the rightsholders to copy, distribute, or otherwise use copyrighted materials except as allowed by fair use or other statutory exemptions. Some materials may be protected under international law. You may also need permission from holders of other rights, such as publicity and/or privacy rights.

Credit Line: Law Library of Congress

More about Copyright and other Restrictions

For guidance about compiling full citations consult Citing Primary Sources.",0,"[('virtual', 0.04537402), ('financial', 0.028159728), ('risk', 0.027705299), ('european', 0.022151865), ('legal', 0.022136075), ('issued', 0.022047507), ('authority', 0.018713262), ('3', 0.018013643), ('central', 0.017341798), ('trading', 0.015194941)]",1,"[('use', 0.035869658), ('translation', 0.022106161), ('unavailable', 0.02210551), ('digital', 0.02120728), ('permission', 0.018492848), ('right', 0.017274445), ('bitcoin', 0.017273907), ('also', 0.017009981), ('law', 0.016546033), ('currency', 0.016354725)]"
84,Hong Kong,Legal," On 8 January 2014, the Secretary for Financial Services and the Treasury addressed bitcoin in the Legislative Council stating that  ""Hong Kong at present has no legislation directly regulating bitcoins and other virtual currencies of [a] similar kind.  However, our existing laws (such as the Organised and Serious Crimes Ordinance) provide sanctions against unlawful acts involving bitcoins, such as fraud or money laundering.""[3]: Hong Kong  On 16 November 2013, Norman Chan, the chief executive of Hong Kong Monetary Authority (HKMA) said that bitcoin is only a virtual commodity. He also decided that bitcoin will not be regulated by HKMA. However, the authority will be closely watching the usage of bitcoin locally and its development overseas.[104]",3,cite_note-regulation-3,https://www.loc.gov/item/2014427360/,['15 January 2022'],3,"Publications of the Law Library of Congress are works of the United States Government as defined in the United States Code 17 U.S.C. §105 and therefore are not subject to copyright and are free to use and reuse. The Library of Congress has no objection to the international use and reuse of Library U.S. Government works on loc.gov. These works are also available for worldwide use and reuse under CC0 1.0 Universal.

However, copyright protections may apply to copyrighted images or material from a third party that is contained in the publication. Please note that the written permission of the copyright owners and/or other rights holders (such as publicity and/or privacy rights) is required for distribution, reproduction, or other use of protected items beyond that allowed by fair use or other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. You are responsible for deciding whether your use of the items in this collection is legal. You will need written permission from the rightsholders to copy, distribute, or otherwise use copyrighted materials except as allowed by fair use or other statutory exemptions. Some materials may be protected under international law. You may also need permission from holders of other rights, such as publicity and/or privacy rights.

Credit Line: Law Library of Congress

More about Copyright and other Restrictions

For guidance about compiling full citations consult Citing Primary Sources.","Publications of the Law Library of Congress are works of the United States Government as defined in the United States Code 17 U.S.C. §105 and therefore are not subject to copyright and are free to use and reuse. The Library of Congress has no objection to the international use and reuse of Library U.S. Government works on loc.gov. These works are also available for worldwide use and reuse under CC0 1.0 Universal.

However, copyright protections may apply to copyrighted images or material from a third party that is contained in the publication. Please note that the written permission of the copyright owners and/or other rights holders (such as publicity and/or privacy rights) is required for distribution, reproduction, or other use of protected items beyond that allowed by fair use or other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. You are responsible for deciding whether your use of the items in this collection is legal. You will need written permission from the rightsholders to copy, distribute, or otherwise use copyrighted materials except as allowed by fair use or other statutory exemptions. Some materials may be protected under international law. You may also need permission from holders of other rights, such as publicity and/or privacy rights.

Credit Line: Law Library of Congress

More about Copyright and other Restrictions

For guidance about compiling full citations consult Citing Primary Sources.",0,"[('virtual', 0.04537402), ('financial', 0.028159728), ('risk', 0.027705299), ('european', 0.022151865), ('legal', 0.022136075), ('issued', 0.022047507), ('authority', 0.018713262), ('3', 0.018013643), ('central', 0.017341798), ('trading', 0.015194941)]",1,"[('use', 0.035869658), ('translation', 0.022106161), ('unavailable', 0.02210551), ('digital', 0.02120728), ('permission', 0.018492848), ('right', 0.017274445), ('bitcoin', 0.017273907), ('also', 0.017009981), ('law', 0.016546033), ('currency', 0.016354725)]"
85,Hong Kong,Legal," On 8 January 2014, the Secretary for Financial Services and the Treasury addressed bitcoin in the Legislative Council stating that  ""Hong Kong at present has no legislation directly regulating bitcoins and other virtual currencies of [a] similar kind.  However, our existing laws (such as the Organised and Serious Crimes Ordinance) provide sanctions against unlawful acts involving bitcoins, such as fraud or money laundering.""[3]: Hong Kong  On 16 November 2013, Norman Chan, the chief executive of Hong Kong Monetary Authority (HKMA) said that bitcoin is only a virtual commodity. He also decided that bitcoin will not be regulated by HKMA. However, the authority will be closely watching the usage of bitcoin locally and its development overseas.[104]",104,cite_note-104,http://news.takungpao.com/paper/q/2013/1116/2042791.html,"['16 November 2013', '18 January 2014']",104,,Translation Unavailable,0,"[('virtual', 0.04537402), ('financial', 0.028159728), ('risk', 0.027705299), ('european', 0.022151865), ('legal', 0.022136075), ('issued', 0.022047507), ('authority', 0.018713262), ('3', 0.018013643), ('central', 0.017341798), ('trading', 0.015194941)]",8,"[('crypto', 0.070355825), ('report', 0.047153495), ('asset', 0.037488226), ('unavailable', 0.035197947), ('law', 0.032530762), ('translation', 0.029793777), ('cryptocurrencies', 0.024107039), ('currency', 0.019878889), ('legal', 0.019419), ('business', 0.017929077)]"
86,Hungary,Legal," The Hungarian Central Bank, Magyar Nemzeti Bank (MNB) has issued several warnings over cryptocurrencies, stating that it is ""much riskier"" than other electronic payments such as credit cards.[134]",134,cite_note-134,https://www.bitcoinregulation.world/Hungary,['18 September 2018'],134,,Translation Unavailable,0,"[('virtual', 0.04537402), ('financial', 0.028159728), ('risk', 0.027705299), ('european', 0.022151865), ('legal', 0.022136075), ('issued', 0.022047507), ('authority', 0.018713262), ('3', 0.018013643), ('central', 0.017341798), ('trading', 0.015194941)]",8,"[('crypto', 0.070355825), ('report', 0.047153495), ('asset', 0.037488226), ('unavailable', 0.035197947), ('law', 0.032530762), ('translation', 0.029793777), ('cryptocurrencies', 0.024107039), ('currency', 0.019878889), ('legal', 0.019419), ('business', 0.017929077)]"
87,Iceland,Legal," According to a 2014 opinion, from the Central Bank of Iceland ""there is no authorization to purchase foreign currency from financial institutions in Iceland or to transfer foreign currency across borders on the basis of transactions with virtual currency. For this reason alone, transactions with virtual currency are subject to restrictions in Iceland.""[175] This does not stop[176] businesses in Iceland from mining bitcoins.[177] The Icelandic Central Bank confirmed that ""it is prohibited to engage in foreign exchange trading with the electronic currency bitcoin, according to the Icelandic Foreign Exchange Act"".[178] On 12 March 2017, the Central Bank amended its rules. With the new rules, wide and general exemptions have been granted from the restrictions of the Foreign Exchange Act No. 87/1992.[179]",177,cite_note-177,http://fusion.net/story/17405/u-s-hesitation-is-chasing-bitcoin-to-europe/,"['23 September 2014', '8 January 2015']",177,No Link,No Link,0,"[('virtual', 0.04537402), ('financial', 0.028159728), ('risk', 0.027705299), ('european', 0.022151865), ('legal', 0.022136075), ('issued', 0.022047507), ('authority', 0.018713262), ('3', 0.018013643), ('central', 0.017341798), ('trading', 0.015194941)]",4,"[('bitcoin', 0.041835908), ('use', 0.035592847), ('item', 0.017968236), ('permission', 0.01764473), ('legal', 0.017348329), ('library', 0.017226133), ('right', 0.0170403), ('may', 0.016907401), ('currency', 0.016311739), ('bank', 0.016299358)]"
88,Iceland,Legal," According to a 2014 opinion, from the Central Bank of Iceland ""there is no authorization to purchase foreign currency from financial institutions in Iceland or to transfer foreign currency across borders on the basis of transactions with virtual currency. For this reason alone, transactions with virtual currency are subject to restrictions in Iceland.""[175] This does not stop[176] businesses in Iceland from mining bitcoins.[177] The Icelandic Central Bank confirmed that ""it is prohibited to engage in foreign exchange trading with the electronic currency bitcoin, according to the Icelandic Foreign Exchange Act"".[178] On 12 March 2017, the Central Bank amended its rules. With the new rules, wide and general exemptions have been granted from the restrictions of the Foreign Exchange Act No. 87/1992.[179]",176,cite_note-icy-176,http://www.cb.is/publications-news-and-speeches/news-and-speeches/news/2014/03/19/Significant-risk-attached-to-use-of-virtual-currency/,"['19 March 2014', '17 June 2015']",176,No Link,No Link,0,"[('virtual', 0.04537402), ('financial', 0.028159728), ('risk', 0.027705299), ('european', 0.022151865), ('legal', 0.022136075), ('issued', 0.022047507), ('authority', 0.018713262), ('3', 0.018013643), ('central', 0.017341798), ('trading', 0.015194941)]",4,"[('bitcoin', 0.041835908), ('use', 0.035592847), ('item', 0.017968236), ('permission', 0.01764473), ('legal', 0.017348329), ('library', 0.017226133), ('right', 0.0170403), ('may', 0.016907401), ('currency', 0.016311739), ('bank', 0.016299358)]"
89,Iceland,Legal," According to a 2014 opinion, from the Central Bank of Iceland ""there is no authorization to purchase foreign currency from financial institutions in Iceland or to transfer foreign currency across borders on the basis of transactions with virtual currency. For this reason alone, transactions with virtual currency are subject to restrictions in Iceland.""[175] This does not stop[176] businesses in Iceland from mining bitcoins.[177] The Icelandic Central Bank confirmed that ""it is prohibited to engage in foreign exchange trading with the electronic currency bitcoin, according to the Icelandic Foreign Exchange Act"".[178] On 12 March 2017, the Central Bank amended its rules. With the new rules, wide and general exemptions have been granted from the restrictions of the Foreign Exchange Act No. 87/1992.[179]",179,cite_note-mbl.is-179,http://www.mbl.is/vidskipti/frettir/2013/12/19/hoftin_stodva_vidskipti_med_bitcoin/,"['19 December 2013', '19 December 2013']",179,,Translation Unavailable,0,"[('virtual', 0.04537402), ('financial', 0.028159728), ('risk', 0.027705299), ('european', 0.022151865), ('legal', 0.022136075), ('issued', 0.022047507), ('authority', 0.018713262), ('3', 0.018013643), ('central', 0.017341798), ('trading', 0.015194941)]",8,"[('crypto', 0.070355825), ('report', 0.047153495), ('asset', 0.037488226), ('unavailable', 0.035197947), ('law', 0.032530762), ('translation', 0.029793777), ('cryptocurrencies', 0.024107039), ('currency', 0.019878889), ('legal', 0.019419), ('business', 0.017929077)]"
90,Iceland,Legal," According to a 2014 opinion, from the Central Bank of Iceland ""there is no authorization to purchase foreign currency from financial institutions in Iceland or to transfer foreign currency across borders on the basis of transactions with virtual currency. For this reason alone, transactions with virtual currency are subject to restrictions in Iceland.""[175] This does not stop[176] businesses in Iceland from mining bitcoins.[177] The Icelandic Central Bank confirmed that ""it is prohibited to engage in foreign exchange trading with the electronic currency bitcoin, according to the Icelandic Foreign Exchange Act"".[178] On 12 March 2017, the Central Bank amended its rules. With the new rules, wide and general exemptions have been granted from the restrictions of the Foreign Exchange Act No. 87/1992.[179]",175,cite_note-175,https://www.vero.fi/syventavat-vero-ohjeet/ennakkoratkaisut/54360/kvl034201/,['22 March 2019'],175,"X Oy tarjosi teknisen alustan virtuaalivaluutta bitcoinien ostamiseen ja myymiseen. Kaupassa bitcoineja vaihdettiin viralliseen valuuttaan. X Oy veloitti bitcoinien ostajilta ja myyjiltä välityspalkkion, joka oli tietty prosenttiosuus bitcoinien myynti- ja ostohinnasta.

Bitcoineja pidettiin arvonlisäverotuksessa maksuvälineinä. X Oy:n veloittama välityspalkkio oli siten arvonlisäverolain 42 §:ssä tarkoitetun rahoituspalvelun ja arvonlisäverodirektiivin (2006/112/EY) 135 artiklan 1 kohdan d alakohdassa tarkoitetun liiketoimen suorittamisesta veloitettu palkkio. X Oy:n ei tullut suorittaa välityspalkkiosta arvonlisäveroa. Ennakkoratkaisu ajalle 20.8.2014–31.12.2015.

Arvonlisäverolaki 41 §, 42 § 1 momentti 4 ja 5 kohdat

Arvonlisäverodirektiivi (2006/112/EY) 135 artikla 1 kohta d alakohta

Lainvoimainen","X Oy offered a technical platform virtual currency for buying and selling bitcoins.In the shop, bitcoins were changed to official currency.X Oy charged a brokerage fee from Bitcoin buyers and sellers, a certain percentage of the sale and purchase price of the bitcoin.

Bitcoins were regarded as payment instruments for VAT.The commission charged by X Oy was thus a fee charged for the completion of a transaction referred to in Article 42 of the Value Added Tax Act (2006/112/EC) (2006/112/EC).X Oy did not have to pay VAT on the brokerage fee.A preliminary ruling for the period 20.8.2014 - 31.12.2015.

VAT Act Section 41, 42 (1) and (5)

VAT Directive (2006/112/EC) Article 135 (1) (d)

Legal",0,"[('virtual', 0.04537402), ('financial', 0.028159728), ('risk', 0.027705299), ('european', 0.022151865), ('legal', 0.022136075), ('issued', 0.022047507), ('authority', 0.018713262), ('3', 0.018013643), ('central', 0.017341798), ('trading', 0.015194941)]",0,"[('use', 0.062151197), ('copyright', 0.024864022), ('library', 0.019866286), ('government', 0.019797979), ('item', 0.018867392), ('law', 0.018566867), ('bitcoin', 0.017421842), ('reuse', 0.017286222), ('right', 0.016354026), ('permission', 0.016217122)]"
91,Iceland,Legal," According to a 2014 opinion, from the Central Bank of Iceland ""there is no authorization to purchase foreign currency from financial institutions in Iceland or to transfer foreign currency across borders on the basis of transactions with virtual currency. For this reason alone, transactions with virtual currency are subject to restrictions in Iceland.""[175] This does not stop[176] businesses in Iceland from mining bitcoins.[177] The Icelandic Central Bank confirmed that ""it is prohibited to engage in foreign exchange trading with the electronic currency bitcoin, according to the Icelandic Foreign Exchange Act"".[178] On 12 March 2017, the Central Bank amended its rules. With the new rules, wide and general exemptions have been granted from the restrictions of the Foreign Exchange Act No. 87/1992.[179]",178,cite_note-NYT1214-178,https://dealbook.nytimes.com/2013/12/21/into-the-bitcoin-mines/,"['21 December 2013', '9 December 2014']",178,"Video

On the flat lava plain of Reykjanesbaer, Iceland, near the Arctic Circle, you can find the mines of Bitcoin.

To get there, you pass through a fortified gate and enter a featureless yellow building. After checking in with a guard behind bulletproof glass, you face four more security checkpoints, including a so-called man trap that allows passage only after the door behind you has shut. This brings you to the center of the operation, a fluorescent-lit room with more than 100 whirring silver computers, each in a locked cabinet and each cooled by blasts of Arctic air shot up from vents in the floor.

These computers are the laborers of the virtual mines where Bitcoins are unearthed. Instead of swinging pickaxes, these custom-built machines, which are running an open-source Bitcoin program, perform complex algorithms 24 hours a day. If they come up with the right answers before competitors around the world do, they win a block of 25 new Bitcoins from the virtual currency’s decentralized network.

The network is programmed to release 21 million coins eventually. A little more than half are already out in the world, but because the system will release Bitcoins at a progressively slower rate, the work of mining could take more than 100 years.

The scarcity — along with a speculative mania that has grown up around digital money — has made each new Bitcoin worth as much as $1,100 in recent weeks.

Photo

Bitcoins are invisible money, backed by no government, useful only as a speculative investment or online currency, but creating them commands a surprisingly hefty real-world infrastructure.

“What we have here are money-printing machines,” said Emmanuel Abiodun, 31, founder of the company that built the Iceland installation, shouting above the din of the computers. “We cannot risk that anyone will get to them.”

Mr. Abiodun is one of a number of entrepreneurs who have rushed, gold-fever style, into large-scale Bitcoin mining operations in just the last few months. All of these people are making enormous bets that Bitcoin will not collapse, as it has threatened to do several times.

Just last week, moves by Chinese authorities caused the price of a Bitcoin to drop briefly below $500. If the system did crash, the new computers would be essentially useless because they are custom-built for Bitcoin mining.

Miners, though, are among the virtual-currency faithful, believing that Bitcoin will turn into a new, cheaper way of sending money around the world, leaving behind its current status as a largely speculative commodity.

Most of the new operations popping up guard their secrecy closely, but Mr. Abiodun agreed to show his installation for the first time. An earnest young Briton, with the casual fashion taste of the tech cognoscenti, he was a computer programmer at HSBC in London when he decided to invest in specialized computers that would carry out constant Bitcoin mining.

The computers that do the work eat up so much energy that electricity costs can be the deciding factor in profitability. There are Bitcoin mining installations in Hong Kong and Washington State, among other places, but Mr. Abiodun chose Iceland, where geothermal and hydroelectric energy are plentiful and cheap. And the arctic air is free and piped in to cool the machines, which often overheat when they are pushed to the outer limits of their computing capacity.

Photo

The operation can baffle even those entrusted with its care. Helgi Helgason, a burly, bald Icelandic man who oversees the data center that houses the machines, said that when he first heard that a Bitcoin mining operation was moving in he expected something very different. “I thought we’d bring in machines and put bags behind them and the coins would fall into them,” said Mr. Helgason, with a laugh.

Since then, the education he has received about Bitcoins has been enlightening, but only to a point.

“It’s a strange business,” he said, “and I can’t say that I understand it.”

Until just a few months ago, most Bitcoin mining was done on the home computers of digital-money fanatics. But as the value of a single Bitcoin skyrocketed over the last few months, the competition for new coins set off a race that quickly turned mining into an industrial enterprise.

“Even if you had hardware earlier this year, that is becoming obsolete,” said Greg Schvey, a co-founder of Genesis Block, a virtual-currency research firm. “You are talking about order-of-magnitude jumps.”

The work the computers do is akin to guessing at a lottery number. The faster the computers run, the better chance of guessing that right number and winning valuable coins. So mining entrepreneurs are buying chips and computers designed specifically — and only — for this work. The machines in Iceland are worth about $20,000 each on the open market.

The energy required to run these computers is huge, and has led to criticism that Bitcoin mining is wasteful, not to mention socially useless. But Mr. Abiodun prides himself on using renewable power, at least in Iceland.

When Mr. Abiodun first heard about Bitcoin mining in 2010, he thought it was a scam. Begun in 2009 as the imaginative creation of an anonymous programmer (or group of programmers) known as Satoshi Nakamoto, it was initially little more than a tech world curiosity. As early users connected their computers into the network, they became a part of the decentralized infrastructure that hosts Bitcoin’s open-source program. The computers joining the network immediately began capturing virtual coins. The network’s protocol was designed to release a new block of Bitcoins every 10 minutes until all 21 million were released, with the blocks getting smaller as time goes on. If the miners in the network take more than 10 minutes to guess the correct code, the Bitcoin program adapts to make the puzzle easier. If they solve the problems in less than 10 minutes, the code becomes harder.

Mr. Abiodun’s opinion of Bitcoin changed in January, when he saw the price rising. He installed a free application on his home computer that linked him into the Bitcoin network and set it to mining, harnessing the power of his graphics card, which is the part of a normal computer best suited to doing the code work.

Mr. Abiodun’s computer was in the guest room of his house in southeast London. Working at HSBC during the day and tinkering with his Bitcoin system at night, he realized if he wanted to make any money, his computer would have to run around the clock.

The constant computing, however, overheated the graphics card and pushed the computer’s exhaust fans into overdrive. When he added another graphics card, then a new computer, the room became too noisy for guests to sleep, and the windows had to be kept open to release the heat. That did not make his wife, Gloria, who was pregnant at the time, very happy.

“It just created a scenario where there was no way our parents would come over to stay,” he said. “I did offer to put her parents in a hotel, but that didn’t go down well.”

Mr. Abiodun’s wife finally gave him an ultimatum — either the computers had to go, or he did. At the same time, he was making money, and friends were asking if they could invest in his mining operation.

In February, Mr. Abiodun used the investors’ money to buy machines from a start-up dedicated solely to manufacturing specialized mining computers. The competition for those computers is so intense that he had to pay for them and wait for delivery.

When the delays became lengthy, however, he went on eBay and paid $130,000 for two high-powered machines, which he set up in June in a data center in Kansas City, Kan.

This was the beginning of Mr. Abiodun’s company, Cloud Hashing, which rents out computing power to people who want to mine without buying computers themselves. The term hashing refers to the repetitive code guessing that miners do.

Today, all of the machines dedicated to mining Bitcoin have a computing power about 4,500 times the capacity of the United States government’s mightiest supercomputer, the IBM Sequoia, according to calculations done by Michael B. Taylor, a professor at the University of California, San Diego. The computing capacity of the Bitcoin network has grown by around 30,000 percent since the beginning of the year.

“This whole new kind of machine has come into existence in the last 12 months,” said Professor Taylor, who is studying mining hardware. In the chase for the lucky code that will unlock new Bitcoins, mining computers are also verifying and assigning unique identifying tags to each Bitcoin transaction, acting as accountants for the virtual currency world.

“The network is providing the infrastructure for making sure the currency is being transferred between people according to the rules,” Professor Taylor said, “and making sure people aren’t creating currency illegally.”

Even before Mr. Abiodun’s machines in Kansas City were up and running, it was clear that they wouldn’t be enough. So he ordered about 100 machines from a start-up in Sweden and, in October, had them moved to the facility in Iceland. In just a few months, that installation has generated more than $4 million worth of Bitcoins, at the current value, according to the company’s account on the public Bitcoin network.

At the end of each day, the spoils are divided up and sent to Cloud Hashing’s customers. Last Wednesday, for example, the entire operation unlocked 225 Bitcoins, valued at around $160,000 at recent prices. Cloud Hashing keeps about 20 percent of the capacity for its own mining.

Photo

The unregulated Bitcoin-mining industry is ripe for abuse, and ventures that sound similar to Cloud Hashing have turned out to be scams. Mr. Abiodun’s company has proved itself real, but it is still unclear if it is a good deal for customers. Cloud Hashing charges $999 to rent a tiny portion of the company’s computing power for one year. That’s an expensive price for the computing capacity they are getting, but Mr. Abiodun argues that it’s a good value because individual miners would not be able to buy his modern machines outright. It’s a little like buying a fractional ownership in a private jet; you might not want responsibility for the jet itself, and it’s out of your price range anyway. He also says he provides the maintenance and keeps away thieves and hackers.

Some Cloud Hashing customers have also complained on Internet forums that it can be hard to get a response from the company when something goes wrong. But this has not stopped new contracts from pouring in. Cloud Hashing now has 4,500 customers, up from 1,000 in September.

Mr. Abiodun acknowledges that the company has not been prepared to deal with its rapid growth. He said he had used $4 million raised from two angel investors to add customer service representatives to offices in Austin, Tex., and London. Cloud Hashing is now preparing to open a mining facility in a data center near Dallas, which will hold more than $3 million worth of new machines being produced by CoinTerra, a Texas start-up run by a former Samsung chip designer.

The higher energy costs — and required air-conditioning — in Texas are worth it for Mr. Abiodun. He wants his operation to be widely distributed in case of power shortages or regulatory issues in one location. But he is also expanding his Icelandic operation, shipping in about 66 machines that have been running for the last few months near their manufacturer in Ukraine.

Mr. Abiodun said that by February, he hopes to have about 15 percent of the entire computing power of the Bitcoin network, significantly more than any other operation.

Inside the Iceland data center, which also hosts servers for large companies like BMW and is guarded and maintained by a company called Verne Global, strapping Icelandic men in black outfits were at work recently setting up the racks for the machines coming from Ukraine. Gazing over his creation, Mr. Abiodun had a look that was somewhere between pride and anxiety, and spoke about the virtues of this Icelandic facility where the power has not gone down once.

“We don’t want downtime — ever, never,” he said. “Not with what we paid. Not with Bitcoin.”",Translation Unavailable,0,"[('virtual', 0.04537402), ('financial', 0.028159728), ('risk', 0.027705299), ('european', 0.022151865), ('legal', 0.022136075), ('issued', 0.022047507), ('authority', 0.018713262), ('3', 0.018013643), ('central', 0.017341798), ('trading', 0.015194941)]",8,"[('crypto', 0.070355825), ('report', 0.047153495), ('asset', 0.037488226), ('unavailable', 0.035197947), ('law', 0.032530762), ('translation', 0.029793777), ('cryptocurrencies', 0.024107039), ('currency', 0.019878889), ('legal', 0.019419), ('business', 0.017929077)]"
